Indicator,  Merchandise exports by product group and destination – annual (Million US dollar),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Four East Asian traders,,,1173,928,948,1116,1234,1269,1449,1366,1509,957,1675,2428,1740,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,India,,,185,190,210,313,373,388,423,612,761,731,1154,1515,1337,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Japan,,,1420,1171,1251,1402,1617,1732,1978,1863,2235,1341,2220,3234,2325,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Least-developed countries,,,132,107,107,131,170,166,203,238,271,256,334,417,527,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Mexico,,,23,18,16,20,26,46,59,54,74,52,93,122,126,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Middle East,,,218,203,203,234,355,334,491,572,623,542,662,827,732,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Non-EU south-eastern Europe,,,88,77,118,119,153,192,282,339,395,270,465,647,498,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Non-EU western Europe,,,11,11,8,7,5,8,8,9,8,5,8,9,6,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,North America,,,812,646,788,889,1081,1243,1434,1515,1825,1009,1696,2456,1915,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Other Africa,,,60,64,78,104,117,112,166,195,272,201,255,332,324,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Other Asia,,,1281,1148,1277,1691,2163,2368,2834,3115,3667,3101,4594,6303,5999,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Other CIS,,,3,8,5,5,11,24,80,68,81,27,30,84,86,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Russian Federation,,,11,10,12,31,46,71,78,95,99,51,104,132,148,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Six East Asian traders,,,1699,1423,1524,1880,2221,2383,2812,2891,3329,2363,3907,5361,4513,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,South Africa,,,64,46,56,72,90,102,115,137,141,95,137,172,140,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,South and Central America and the Caribbean,,,142,107,146,184,278,337,459,548,631,375,702,868,678,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,United States of America,,,715,567,679,768,928,1044,1202,1278,1522,834,1385,2031,1558,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,World,,,569209,494313,523232,608703,749234,828986,939146,1035282,1091095,925861,1191059,1328166,1315215,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Africa,,,5733,6149,5715,6253,10208,11668,13244,16570,19500,15632,18998,20681,21327,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Asia,,,296740,259626,286945,353082,435856,491702,557379,621838,658832,586944,766702,855198,860356,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Australia and New Zealand,,,10463,8687,9597,12527,15057,16886,19092,21993,24303,21818,27300,29117,31323,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Brazil,,,3132,2596,2196,2126,3320,4758,6288,7255,10102,8487,12389,16372,15015,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,China,,,60882,58819,76495,100887,133821,161114,186711,216353,217262,206553,280195,305926,307101,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,"Commonwealth of Independent States (CIS), including associate and former member States",,,1637,2051,2170,3429,4965,6841,8810,13407,16468,8232,13579,18180,19297,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Europe,,,95857,82713,82097,94259,119708,127927,144577,158856,155737,120496,152141,161077,144216,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Four East Asian traders,,,90335,75307,81984,93970,111793,119760,133515,142460,150356,132258,173018,192936,191519,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,India,,,5045,5026,4949,7418,10008,12838,15671,20053,23721,21122,29689,32899,31000,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Japan,,,55389,46935,44125,47304,56264,60971,67182,68304,73585,59416,75656,84495,84409,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Least-developed countries,,,6342,6555,6097,6884,9344,10328,12534,12750,15294,16353,19376,23289,21817,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Mexico,,,5486,5026,5077,5093,5943,6774,9924,11765,14471,11267,13680,16420,14818,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Middle East,,,12329,12122,12625,14858,18819,23406,26424,34179,42994,38268,42805,51796,55364,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Non-EU south-eastern Europe,,,2160,1449,1661,2476,4149,5075,5618,7448,6852,4998,6729,8532,8022,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Non-EU western Europe,,,2717,2321,2088,2730,2746,3068,4034,3798,5309,3927,6435,5689,4936,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,North America,,,143979,119498,122891,125925,145668,149000,163745,162301,160341,123923,153771,169308,168511,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Other Africa,,,3818,4662,4363,4523,7554,8178,9218,12160,15441,12549,14514,14869,15607,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Other Asia,,,74624,64853,69795,90977,108915,120133,135206,152675,169605,145777,180845,209825,215004,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Other CIS,,,601,787,743,1233,1623,1912,2449,3742,4609,2978,3837,5043,5386,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Russian Federation,,,1036,1264,1428,2196,3342,4930,6361,9665,11859,5254,9742,13137,13911,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,Six East Asian traders,,,133399,111914,121403,136673,164110,177328,200112,214315,224435,190396,249154,274823,273881,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,South Africa,,,1915,1487,1351,1730,2654,3491,4026,4410,4059,3083,4483,5813,5720,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,South and Central America and the Caribbean,,,10132,9436,8080,7859,10787,14524,18107,20920,26162,22867,33643,40744,38651,,,,,,
Six East Asian traders,SI3_AGG - MA - Manufactures,United States of America,,,132205,109181,111924,114727,131988,134648,144761,140133,135764,103335,129943,141288,142794,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,World,,,41365,39451,44753,58972,77464,92230,105463,127218,132958,116808,155329,193121,192857,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Africa,,,677,697,713,895,1236,1533,1783,2525,2937,2300,2780,3330,3389,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Asia,,,32219,29900,34228,43464,58477,69083,77773,91410,100642,88257,120172,145905,145826,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Australia and New Zealand,,,953,896,1023,1233,1518,1802,2090,2530,2975,2282,3005,4058,4279,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Brazil,,,230,223,203,205,262,372,458,602,915,701,1002,1352,1323,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,China,,,11333,11370,14077,17732,24808,30307,34653,42439,43324,41426,55907,67233,66278,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,"Commonwealth of Independent States (CIS), including associate and former member States",,,333,357,433,607,805,1005,1182,1449,1622,983,1423,1877,1770,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Europe,,,3751,3932,4024,6707,9206,10503,12633,17160,12732,10939,13986,19992,19746,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Four East Asian traders,,,6922,5565,6067,7233,9514,11081,12007,12843,14029,10750,14737,17362,16710,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,India,,,801,753,838,1172,1603,2457,2812,3656,4418,4579,6846,7704,7874,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Japan,,,3259,3070,3214,3973,5010,5735,6267,6707,8550,6588,9747,12960,13091,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Least-developed countries,,,659,609,626,757,957,1151,1312,1658,2076,2021,2471,3048,3275,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Mexico,,,293,336,423,453,432,533,539,500,623,875,719,875,921,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Middle East,,,771,797,874,1172,1547,1813,2057,3069,3679,3268,4111,5176,4798,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Non-EU south-eastern Europe,,,131,131,181,213,326,396,585,1082,1039,853,1066,1536,1391,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Non-EU western Europe,,,46,57,51,63,97,86,101,166,156,122,166,217,185,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,North America,,,2961,3087,3858,5301,5305,6883,7809,9247,8014,7454,8556,9993,10180,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Other Africa,,,496,538,556,689,923,1196,1415,1974,2375,1893,2253,2689,2704,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Other Asia,,,8952,8246,9011,12121,16022,17701,19944,23234,27347,22632,29930,36588,37593,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Other CIS,,,77,86,107,141,188,201,295,423,483,337,468,592,510,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Russian Federation,,,256,271,326,467,617,804,887,1027,1139,646,955,1285,1260,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,Six East Asian traders,,,10935,9203,10122,12133,15995,18231,20184,21907,24708,18655,25479,30298,29938,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,South Africa,,,180,159,157,206,313,337,368,551,562,407,527,641,686,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,South and Central America and the Caribbean,,,648,675,618,821,881,1404,1578,1880,2879,3602,4289,6825,7130,,,,,,
Six East Asian traders,SI3_AGG - MACH - Chemicals,United States of America,,,2523,2591,3280,4632,4592,5984,6878,7249,6033,4740,7223,8581,8673,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,World,,,39652,37612,43068,57127,75291,88137,98866,118946,126054,108834,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Africa,,,650,663,690,865,1198,1490,1720,2424,2799,2162,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Asia,,,31179,28813,33147,42246,57184,67565,75909,89211,98219,85727,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Australia and New Zealand,,,896,829,972,1187,1463,1706,1944,2349,2842,2152,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Brazil,,,194,188,172,182,241,346,431,563,868,642,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,China,,,11197,11195,13903,17511,24609,30044,34379,42105,42975,41054,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,"Commonwealth of Independent States (CIS), including associate and former member States",,,327,348,423,598,797,995,1173,1440,1609,962,1395,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Europe,,,3380,3499,3682,6392,8677,9397,10771,14834,10697,8382,11216,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Four East Asian traders,,,6659,5319,5831,6989,9234,10816,11716,12447,13577,10392,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,India,,,760,707,788,1127,1559,2404,2749,3588,4336,4483,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Japan,,,3163,2969,3112,3861,4877,5559,5981,6456,8240,6205,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Least-developed countries,,,608,555,567,685,877,1068,1201,1501,1864,1770,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Mexico,,,259,279,401,428,370,471,471,434,579,835,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Middle East,,,744,771,839,1124,1494,1754,2004,3000,3608,3166,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Non-EU south-eastern Europe,,,122,125,175,210,318,388,575,1072,1023,819,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Non-EU western Europe,,,41,54,47,58,89,78,94,156,147,115,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,North America,,,2797,2908,3727,5125,5098,5572,5179,5797,5954,4941,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Other Africa,,,483,523,541,668,893,1158,1355,1877,2242,1762,2118,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Other Asia,,,8505,7793,8541,11571,15442,17035,19139,22265,26248,21440,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Other CIS,,,74,80,102,135,182,194,289,416,474,320,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Russian Federation,,,253,268,322,463,615,801,883,1023,1135,642,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,Six East Asian traders,,,10488,8771,9709,11717,15535,17754,19608,21198,23949,18002,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,South Africa,,,166,141,149,197,304,332,364,547,557,401,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,South and Central America and the Caribbean,,,571,603,557,772,837,1357,1517,1779,2765,3488,,,,,,,,,
Six East Asian traders,SI3_AGG - MACHOC - Other chemicals,United States of America,,,2420,2504,3182,4496,4457,4745,4353,4548,4874,3739,,,,,,,,,
Slovak Republic,SI3_AGG - AG - Agricultural products,World,695,652,636,708,776,997,1429,2019,2350,2902,3436,3234,3580,4775,5367,4998,4330,3678,3694,3822,4048
Slovak Republic,SI3_AGG - AGFO - Food,World,446,402,377,447,501,654,1014,1452,1806,2279,2664,2544,2775,3935,4511,4151,3509,2988,3026,3102,3215
Slovak Republic,SI3_AGG - MA - Manufactures,World,9216,8536,9814,10479,12194,19043,23597,26579,35301,50674,61683,48575,55830,67355,67854,73838,75825,67015,69702,74810,84449
Slovak Republic,SI3_AGG - MACH - Chemicals,World,953,794,906,888,957,1096,1470,1835,2286,2861,3354,2474,3002,3934,3400,3994,4168,3581,3540,3679,4048
Slovenia,SI3_AGG - AG - Agricultural products,World,485,465,459,465,509,598,670,960,1329,1750,2131,2004,2254,2513,2740,2757,2756,2573,2738,2992,3474
Slovenia,SI3_AGG - AGFO - Food,World,347,330,324,338,378,445,450,622,881,1212,1539,1455,1657,1808,1999,1925,1824,1708,1805,2004,2340
Slovenia,SI3_AGG - MA - Manufactures,World,8137,7707,7865,8297,9327,11481,14728,16956,19956,26217,29590,22545,24499,28689,26059,27751,29648,26397,27464,32017,36634
Slovenia,SI3_AGG - MACH - Chemicals,World,944,934,965,1058,1266,1732,2138,2387,2972,3823,4589,3989,4315,5124,5099,5681,5908,5032,5124,5666,6592
Solomon Islands,SI3_AGG - AG - Agricultural products,World,,,,,29,43,61,69,106,156,208,162,204,339,345,287,65,212,400,445,489
Solomon Islands,SI3_AGG - AGFO - Food,World,,,,,6,9,10,11,23,50,93,78,79,132,137,50,63,58,103,118,115
Solomon Islands,SI3_AGG - MA - Manufactures,World,,,,,0,1,0,0,2,1,0,2,8,4,7,1,3,11,33,30,14
Solomon Islands,SI3_AGG - MACH - Chemicals,World,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
South Africa,SI3_AGG - AG - Agricultural products,World,2487,2476,3270,3200,3329,4238,4661,5246,4955,5574,7037,6679,9932,11106,10499,11137,11350,10386,10278,11694,12349
South Africa,SI3_AGG - AGFO - Food,World,,,2232,2345,2449,3127,3510,3990,3734,4214,5429,5467,8231,9017,8743,9293,9463,8547,8426,9612,10221
South Africa,SI3_AGG - MA - Manufactures,World,18429,18933,13997,13733,14131,18048,22704,26073,27343,32469,38098,25216,39777,44210,42744,40228,42375,38041,35784,38683,41591
South Africa,SI3_AGG - MACH - Chemicals,World,1767,1869,2055,2021,2154,2396,3157,3955,3910,4340,5724,4100,6113,7230,7350,6857,7037,6184,5523,6382,6930
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,World,,,52808,56120,56116,66558,79819,90318,102081,126189,155389,140390,164235,207561,204843,216061,212281,195016,195094,207505,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Africa,,,1608,2167,2430,2584,3986,4933,5858,7254,9552,8002,9873,15336,14663,13452,11978,10446,10886,12352,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Asia,,,8371,9466,9676,12883,15710,18246,19326,25550,32903,34431,41851,54591,57133,66663,64883,63532,64246,72481,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Australia and New Zealand,,,309,228,187,246,308,330,417,589,794,576,616,981,1015,1012,1244,1126,1123,1201,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Brazil,,,2902,2377,2237,2420,2244,2300,2925,3882,4753,4240,5130,6468,6734,6031,5780,5002,6200,5612,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,China,,,1980,2555,2950,5118,6105,6970,7148,10820,15495,14677,18461,25794,25760,32452,30882,30918,29710,36574,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,"Commonwealth of Independent States (CIS), including associate and former member States",,,1176,2131,2121,2404,2883,4542,5530,5763,7705,5659,7333,7978,7299,7623,8284,5627,5373,5695,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Europe,,,17924,18369,18698,22515,26101,28656,32232,40784,48626,39887,43720,53637,48323,48333,48054,43366,43054,44404,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Four East Asian traders,,,1341,1630,1591,1922,2301,2519,2970,4009,4795,5614,6214,7938,9250,10652,9305,8063,8227,8724,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,India,,,500,608,634,691,842,1135,923,1082,1102,2411,2566,1600,2216,2039,2966,3433,3958,4038,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Japan,,,2892,2858,2691,2777,3398,3926,3961,4369,5302,4664,5838,7602,7476,7699,6400,5756,5507,5868,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Least-developed countries,,,530,635,685,827,1181,1510,1995,2364,2839,3513,3755,5225,4935,4742,4823,3984,4644,5412,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Mexico,,,638,747,723,953,1406,1432,1504,1900,1945,1715,1953,2446,2317,2610,2586,2462,2361,2230,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Middle East,,,2041,2732,2760,3025,3889,4288,5214,6469,8232,8860,11352,12896,12451,13065,11293,10594,11245,12400,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Non-EU south-eastern Europe,,,183,125,182,332,447,496,602,809,1200,801,1227,1913,1556,1907,2066,1715,2037,2289,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Non-EU western Europe,,,446,429,411,508,602,695,782,905,1101,803,769,992,923,819,736,703,591,635,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,North America,,,11587,11099,11300,13099,15092,16851,18853,20269,20691,20355,22478,28168,27675,29827,31302,30384,30450,30465,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Other Africa,,,1359,1866,2104,2396,3651,4164,4830,5764,8234,6909,8845,13858,13162,12317,11307,9466,9662,11367,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Other Asia,,,1349,1587,1622,2131,2757,3367,3907,4680,5415,6489,8155,10676,11418,12809,14085,14235,15722,16076,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Other CIS,,,71,59,101,179,360,403,428,544,863,538,658,882,1128,1200,807,588,622,584,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Russian Federation,,,1105,2071,2020,2225,2523,4139,5101,5219,6842,5121,6675,7096,6172,6424,7477,5039,4751,5111,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,Six East Asian traders,,,1931,2395,2350,2833,3301,3869,4773,5937,7044,7934,9208,11936,13541,15049,13513,11969,12297,12873,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,South Africa,,,249,301,326,188,335,769,1028,1489,1318,1093,1028,1478,1501,1135,671,980,1224,985,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,South and Central America and the Caribbean,,,9841,10014,8917,9605,11497,12518,14718,19623,26866,22147,26214,33609,35659,35299,36013,30539,29348,29505,
South and Central America and the Caribbean,SI3_AGG - AG - Agricultural products,United States of America,,,10251,9624,9975,11317,12778,14358,16066,16979,17292,17091,18656,23413,22754,25078,26411,25820,25959,26065,
South and Central America and the Caribbean,SI3_AGG - AGFO - Food,World,,,45860,49220,49543,58776,70345,79772,90209,111610,139402,127031,147397,187867,185760,196692,192073,175861,176158,186886,
South and Central America and the Caribbean,SI3_AGG - AGFO - Food,Africa,,,1549,2113,2384,2527,3922,4856,5757,7129,9399,7900,9743,15151,14516,13318,11852,10323,10755,12201,
South and Central America and the Caribbean,SI3_AGG - AGFO - Food,Asia,,,6780,7649,8148,10913,13211,15512,16284,21438,28201,29273,36177,47281,49606,58950,56488,55802,56074,63084,
