country_1,Genre_1,Genre_2,Genre_3,imdb_title_id,title,year,date_published,duration,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
USA,Fantasy, Horror,,tt0120524,Wishmaster,1997,1998-05-29,90,English,Robert Kurtzman,Peter Atkins,Image Organization,5.8,18421,155,95,5.8,18421,5.8,12971,6.1,1496,5.8,8747,5.7,2374,5.8,1786,5.9,288,5.8,1108,5.8,331,5.3,346,5.8,4902,5.8,8264
Spain,Horror, Mystery, Thriller,tt0120579,99.9,1997,1997-11-07,106,Spanish,Agustí Villaronga,"Lourdes Iglesias, Jesús Regueira",Impala,5.5,378,5,5,5.5,378,5.5,260,6.1,15,5.6,139,5.2,100,5.6,33,5.7,3,5.6,17,5.2,13,4.9,25,5.0,46,5.6,236
USA,Drama, History, Horror,tt0120603,Beloved,1998,1998-10-16,172,English,Jonathan Demme,"Toni Morrison, Akosua Busia",Harpo Films,6.0,6780,211,69,6.0,6780,5.8,3454,5.9,192,5.9,1690,5.7,1488,6.5,1654,6.2,179,6.5,784,6.5,622,5.1,185,5.9,2871,6.0,1846
USA,Action, Horror, Sci-Fi,tt0120611,Blade,1998,1998-11-13,120,"English, Russian, Serbian",Stephen Norrington,David S. Goyer,Amen Ra Films,7.1,231811,614,210,7.1,231811,7.1,163801,7.0,37718,7.1,98094,7.1,21131,7.0,21107,7.0,5524,7.0,11779,7.2,2911,6.8,763,7.2,40211,7.0,114459
Spain,Comedy, Horror, Musical,tt0120622,Brácula. Condemor II,1997,1997-08-13,87,Spanish,Álvaro Sáenz de Heredia,"Andrés Sáenz de Heredia, Álvaro Sáenz de Heredia",Producciones A.S.H. Films S.A.,3.2,403,5,1,3.2,403,3.1,306,4.5,23,3.0,216,3.0,58,3.5,18,4.2,8,2.9,5,2.0,5,2.4,7,3.5,6,3.0,290
USA,Drama, Horror, Mystery,tt0120627,Carnival of Souls,1998,1998-08-21,90,English,Adam Grossman,"John Clifford, Adam Grossman",Trimark Pictures,3.2,1971,82,18,3.2,1971,3.1,1284,2.9,101,3.2,752,3.2,405,3.2,268,4.2,24,2.8,144,3.6,93,2.9,100,3.2,695,3.1,772
USA,Horror, Mystery, Thriller,tt0120681,From Hell,2001,2002-02-08,122,English,"Albert Hughes, Allen Hughes","Alan Moore, Eddie Campbell",Twentieth Century Fox,6.8,141180,546,189,6.8,141180,6.8,89190,6.8,14067,6.8,57871,6.8,14486,6.9,25256,7.0,7038,6.9,14425,7.0,2890,6.6,676,6.7,24593,6.8,75262
USA,Horror, Thriller,,tt0120694,Halloween H20: 20 Years Later,1998,1998-10-23,86,English,Steve Miner,"Debra Hill, John Carpenter",Dimension Films,5.7,62745,623,163,5.7,62745,5.7,40612,5.9,7279,5.6,25387,5.7,6366,5.9,7941,6.0,1598,5.8,4915,6.3,1090,5.5,556,5.9,17980,5.5,24500
Norway,Horror, Thriller, Mystery,tt0120766,Mørkets øy,1997,1997-12-26,83,"Norwegian, Danish",Trygve Allister Diesen,"Trygve Allister Diesen, Nikolaj Scherfig",Balboa Enterprise ApS,4.9,470,10,5,4.9,470,4.7,299,4.4,5,4.6,183,4.8,105,5.4,40,5.7,3,5.3,30,6.0,7,4.7,24,6.0,18,4.7,304
UK,Action, Horror, Sci-Fi,tt0120804,Resident Evil,2002,2002-07-12,100,English,Paul W.S. Anderson,Paul W.S. Anderson,Constantin Film,6.7,235527,1140,235,6.7,235527,6.7,164929,6.7,42252,6.6,97941,6.7,18371,7.1,26122,7.1,8694,7.0,13768,7.0,2415,6.4,727,6.7,39217,6.7,120451
USA,Action, Horror, Sci-Fi,tt0120841,Species II,1998,1998-09-04,93,English,Peter Medak,"Dennis Feldman, Chris Brancato",Metro-Goldwyn-Mayer (MGM),4.4,26104,161,100,4.4,26104,4.4,18838,4.6,1765,4.3,11953,4.5,4593,4.6,1887,4.8,271,4.6,1072,4.7,487,4.3,453,4.4,5533,4.4,12879
Japan,Action, Horror, Thriller,tt0120877,Vampires,1998,1999-10-29,108,"English, Latin",John Carpenter,"John Steakley, Don Jakoby",JVC Entertainment Networks,6.2,49872,417,149,6.2,49872,6.2,35968,6.3,3391,6.1,23140,6.2,8334,6.1,3899,6.2,546,5.9,2313,6.4,908,6.0,558,6.2,11503,6.1,23994
UK,Horror, Sci-Fi, Thriller,tt0120907,eXistenZ,1999,1999-04-14,97,English,David Cronenberg,David Cronenberg,Dimension Films,6.8,89035,546,196,6.8,89035,6.8,62435,6.9,7848,6.9,40187,6.7,12780,6.7,8415,6.7,1390,6.7,5136,6.5,1630,6.5,586,6.8,15216,6.8,48721
USA,Horror,,,tt0121152,The Coroner,1999,1999-01-01,74,English,"Juan Mas, Alan Smithee",Geralyn Ruane,,2.6,421,14,10,2.6,421,2.7,284,3.7,18,2.6,172,2.7,90,1.7,43,1.0,6,2.4,23,1.5,14,3.4,27,3.2,117,2.4,198
USA,Action, Horror, Thriller,tt0121556,Mirage,1989,1989-01-01,85,English,Bill Crain,"Chuck Hughes, Bill Crain",BMBC Productions,5.5,298,16,4,5.5,298,5.4,203,5.1,19,5.8,128,4.6,53,7.2,38,10.0,5,5.9,24,5.0,9,4.4,26,5.7,60,5.7,169
Hong Kong,Action, Horror, Sci-Fi,tt0121694,Robo Vampire,1988,1988-01-01,90,English,Godfrey Ho,William Palmer,Filmark International Ltd.,3.6,863,26,36,3.6,863,3.6,661,4.3,79,3.7,415,3.3,144,3.8,44,4.7,6,4.2,22,2.7,14,2.9,53,3.9,292,3.5,355
Hong Kong,Crime, Drama, Horror,tt0121898,Xue lian,1995,1995-04-20,91,Cantonese,"Julie Lee, Tun Fei Mou","Julie Lee, Siu-Pang Lee",,4.9,147,3,1,4.9,147,4.8,114,4.7,12,4.6,65,5.2,34,5.9,5,7.5,2,4.0,2,0.0,0,5.5,15,5.1,17,4.8,95
USA,Horror,,,tt0122008,The Boy from Hell,1988,1988-09-01,90,English,Deryn Warren,Jerry Daly,Marketing Media Corporation,4.1,127,7,7,4.1,127,4.0,87,5.0,3,4.7,48,3.3,34,3.7,10,4.0,1,4.2,7,3.0,2,3.5,24,4.3,43,3.5,52
Thailand,Action, Adventure, Horror,tt0122013,Cannibal Mercenary,1983,1983-01-01,104,,Hong Lu Wong,George Lam,,5.4,117,10,13,5.4,117,5.6,91,6.7,8,5.9,46,4.9,32,3.0,3,0.0,0,1.0,1,4.0,2,4.3,10,6.1,29,5.1,62
USA,Horror,,,tt0122037,The Dead Pit,1989,1989-05-01,95,English,Brett Leonard,"Brett Leonard, Gimel Everett",Cornerstone Production Company,5.4,1864,43,52,5.4,1864,5.4,1391,5.7,78,5.6,869,5.0,400,5.1,128,5.2,12,5.1,77,5.6,30,5.0,109,5.4,607,5.4,780
USA,Horror, Thriller,,tt0122070,The Forest,1982,1982-06-11,85,English,Don Jones,Don Jones,Wide World of Entertainment,3.8,936,34,39,3.8,936,3.8,702,3.8,69,3.8,402,3.6,212,3.6,96,2.7,17,3.8,47,3.7,31,3.3,69,4.2,384,3.4,367
Japan,Drama, Horror,,tt0122136,Yabu no naka no kuroneko,1968,1968-02-24,99,Japanese,Kaneto Shindô,Kaneto Shindô,Toho Company,7.7,5447,30,76,7.7,5447,7.7,4004,7.9,813,7.7,2120,7.6,970,7.8,607,7.7,124,7.8,276,8.0,186,7.0,179,7.9,1684,7.6,2538
USA,Horror, Mystery,,tt0122143,The Last Broadcast,1998,1998-10-23,86,English,"Stefan Avalos, Lance Weiler","Stefan Avalos, Lance Weiler",FFM Productions,5.4,4455,163,45,5.4,4455,5.4,2986,5.4,330,5.3,1816,5.4,800,5.2,513,4.8,63,5.2,312,5.7,125,5.2,115,5.4,1540,5.3,1748
USA,Comedy, Horror, Mystery,tt0122247,Serial Killing 4 Dummys,2004,2004-03-30,89,English,Trace Slobotkin,Trace Slobotkin,Parlay Productions,5.3,709,14,7,5.3,709,5.2,444,5.7,41,5.3,253,5.0,136,5.2,122,5.5,21,5.4,72,4.5,24,4.6,40,5.4,335,4.9,198
Italy,Horror, Mystery,,tt0122629,Nero veneziano,1978,1978-02-18,95,Italian,Ugo Liberatore,"Ottavio Alessi, Roberto Gandus",,5.8,343,12,15,5.8,343,5.7,258,5.8,14,5.8,139,5.5,99,5.8,30,6.0,5,5.3,16,6.2,8,5.0,28,5.6,45,5.8,228
Italy,Horror,,,tt0122685,"Riti, magie nere e segrete orge nel trecento...",1973,1973-01-17,98,Italian,Renato Polselli,Renato Polselli,G.R.P. Cinematografica,5.0,694,26,54,5.0,694,4.9,518,5.5,26,5.0,254,4.7,222,4.7,36,8.7,3,4.3,22,3.8,9,4.0,55,5.2,170,4.8,363
USA,Drama, Horror,,tt0122800,The Weirdo,1989,1989-01-01,91,English,Andy Milligan,Andy Milligan,Green Tiger Pictures Inc.,4.2,123,12,8,4.2,123,4.3,80,8.3,3,4.3,42,4.2,31,4.4,6,3.0,1,5.0,2,3.3,3,3.7,24,5.2,44,3.6,40
Canada,Drama, Horror, Sci-Fi,tt0122961,The Second Arrival,1998,1998-11-06,101,English,Kevin Tenney,Mark David Perry,Rootbeer Films,3.8,2682,42,8,3.8,2682,3.8,1852,3.8,87,3.7,896,4.0,832,4.3,196,5.1,17,3.8,76,4.5,96,4.1,129,4.0,980,3.8,959
Australia,Drama, Horror, Mystery,tt0123114,In the Winter Dark,1998,1998-09-10,92,English,James Bogle,"James Bogle, Peter Rasmussen",Goalpost Pictures,6.2,244,6,10,6.2,244,6.3,145,7.1,5,6.2,48,6.2,89,6.0,37,6.0,1,6.3,16,6.2,19,5.7,17,5.6,35,6.4,144
New Zealand,Horror, Sci-Fi,,tt0123371,Aberration,1997,1998-07-09,93,English,Tim Boxell,"Scott Lew, Darrin Oura",Grundy Films,4.7,884,33,20,4.7,884,4.7,621,4.9,52,4.7,325,4.5,236,4.8,78,4.1,9,5.3,31,4.7,37,4.2,67,4.7,383,4.6,268
Hong Kong,Adventure, Horror, War,tt0123915,Horror Safari,1982,1982-09-20,90,English,Alan Birkinshaw,"Alan Birkinshaw, Bill James",Spectacular Trading Company,2.9,339,15,9,2.9,339,2.9,270,2.9,18,2.8,135,3.0,111,2.3,30,1.7,11,2.6,8,2.6,11,2.8,35,3.0,105,2.6,184
Japan,Crime, Horror, Mystery,tt0123948,Cure,1997,1997-12-27,111,"Japanese, Spanish",Kiyoshi Kurosawa,"Kiyoshi Kurosawa, Kiyoshi Kurosawa",Daiei Studios,7.4,9124,61,96,7.4,9124,7.4,6522,7.7,1353,7.4,3796,7.0,1181,7.1,861,7.1,227,7.0,440,7.3,158,6.3,197,7.5,1896,7.3,4813
Czechoslovakia,Crime, Drama, Horror,tt0124012,Morgiana,1972,1972-09-01,100,Czech,Juraj Herz,"Vladimír Bor, Alexander Grin",Filmové studio Barrandov,7.3,829,8,24,7.3,829,7.2,572,7.5,95,7.3,294,6.7,173,7.8,126,7.4,40,8.1,57,7.7,27,6.1,70,7.4,118,7.2,531
USA,Horror, Thriller,,tt0124014,The Mutilator,1984,1985-09-27,86,English,"Buddy Cooper, John Douglass",Buddy Cooper,,5.3,3353,82,89,5.3,3353,5.2,2412,5.5,332,5.2,1469,5.1,523,5.1,250,5.1,44,5.1,136,5.1,56,4.6,151,5.5,1115,5.0,1258
USA,Horror, Thriller,,tt0124102,Strangeland,1998,1998-10-02,85,English,John Pieplow,Dee Snider,Shooting Gallery,5.1,6338,187,60,5.1,6338,5.1,4030,5.2,299,5.1,2505,4.9,1125,5.4,1031,4.8,142,5.6,639,5.4,217,4.7,177,5.2,3073,4.9,1587
USA,Adventure, Horror, Sci-Fi,tt0124307,The Capture of Bigfoot,1979,1979-11-01,92,English,Bill Rebane,"Ingrid Neumayer, Bill Rebane",Studio Film Corp.,3.3,490,20,21,3.3,490,3.2,370,2.8,26,3.3,188,3.3,149,2.7,49,1.8,15,6.0,17,1.8,16,2.9,49,3.8,234,2.6,172
Greece,Horror, Thriller,,tt0124348,Eglima sto Kavouri,1974,1974-03-01,87,Greek,Kostas Karagiannis,Thanos Leivaditis,Karagiannis-Karatzopoulos,5.5,159,5,26,5.5,159,5.6,118,5.0,7,5.8,53,5.4,57,4.7,10,3.5,2,5.2,5,4.7,3,4.7,27,5.2,39,5.7,86
USA,Horror,,,tt0124442,Dreamaniac,1986,1986-11-26,82,English,David DeCoteau,Helen Robinson,Empire Pictures,3.7,412,15,27,3.7,412,3.7,294,3.9,29,3.9,182,3.1,75,3.3,35,2.8,4,3.8,17,2.0,12,3.0,44,4.0,160,3.4,148
USA,Horror,,,tt0124501,Evil Come Evil Go,1972,1974-02-18,66,English,Walt Davis,Walt Davis,Chinn-Adrian Productions,3.7,325,15,29,3.7,325,3.7,242,3.3,12,3.5,104,3.9,122,3.8,12,5.0,2,3.5,5,3.8,5,3.2,40,4.3,121,3.2,121
USA,Horror, Mystery,,tt0125060,The Darkening,1995,2005-04-26,80,English,William Mesa,"John G. Jones, Victoria Parker",Encounter Productions,2.8,135,10,0,2.8,135,2.8,90,3.6,7,2.6,45,2.8,38,2.4,15,0.0,0,1.0,6,3.2,8,2.3,11,3.0,64,2.6,42
USA,Horror, Thriller,,tt0125316,The Kiss of Her Flesh,1968,1968-01-01,69,English,Michael Findlay,"Michael Findlay, Roberta Findlay",,5.4,171,7,7,5.4,171,5.4,133,4.2,4,5.6,60,5.2,67,9.2,8,0.0,0,8.2,4,10.0,4,5.4,31,5.6,64,5.4,80
USA,Comedy, Horror,,tt0125381,Love God,1997,1997-09-13,82,English,Frank Grow,Frank Grow,Crystal Pictures,5.9,134,7,5,5.9,134,5.6,96,4.6,5,6.2,56,4.6,34,7.0,14,6.0,1,7.1,11,5.0,2,5.0,7,6.5,40,5.6,64
USA,Horror, Mystery, Thriller,tt0125510,Splatter University,1984,1984-07-13,78,English,Richard W. Haines,"Michael Cunningham, Richard W. Haines",Aquifilm,3.9,1323,39,50,3.9,1323,3.9,967,4.2,116,4.0,593,3.5,233,3.8,123,3.1,24,4.0,72,3.8,25,3.8,87,4.1,527,3.7,485
France,Fantasy, Horror,,tt0126004,La rose de fer,1973,1973-04-12,86,French,Jean Rollin,"Tristan Corbière, Maurice Lemaître",Les Films ABC,6.2,1522,31,59,6.2,1522,6.2,1108,6.5,125,6.3,571,5.9,383,6.5,152,7.0,36,6.3,79,6.1,33,5.5,104,6.3,465,6.1,697
USA,Comedy, Horror,,tt0126456,The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,1964,1964-08-01,74,English,Ferenc Leroget,Ferenc Leroget,,3.2,286,10,8,3.2,286,3.2,206,1.7,12,2.9,103,4.1,86,2.9,22,2.5,11,8.0,7,1.8,4,3.0,26,4.2,116,2.3,108
USA,Horror,,,tt0126527,A Night to Dismember,1989,1989-06-14,69,English,Doris Wishman,"Judy J. Kushner, Judy J. Kushner",Juri Productions,3.2,615,29,38,3.2,615,3.2,454,3.0,45,3.1,262,3.5,139,2.6,49,2.4,11,3.7,21,1.4,15,3.2,61,3.8,194,2.7,277
USA,Comedy, Horror,,tt0126714,Sorority House Vampires,1998,1998-01-01,91,English,"Geoffrey de Valois, Eugene James","Geoffrey De Valois, Dennis Devine",Canopic Entertainment,1.6,260,10,4,1.6,260,1.5,180,1.0,6,1.2,103,2.2,69,2.3,40,1.2,10,8.0,14,1.2,16,2.9,14,2.6,118,1.2,97
Canada,Comedy, Horror, Musical,tt0126814,Big Meat Eater,1982,1982-04-30,82,English,Chris Windsor,"Phil Savath, Laurence Keane",B.C.D. Entertainment Corporation,5.4,310,17,11,5.4,310,5.2,209,6.4,9,5.5,102,4.7,92,6.3,31,8.5,4,5.9,15,5.8,11,3.6,27,5.4,95,5.3,134
USA,Horror,,,tt0126820,Bloodletting,1997,1997-01-01,89,English,Matthew Jason Walsh,Matthew Jason Walsh,,4.4,290,13,14,4.4,290,4.4,201,4.4,10,4.8,102,3.9,83,4.8,41,4.8,4,2.9,22,7.4,15,3.6,24,4.9,174,3.7,61
USA,Horror, Thriller,,tt0126948,Honeymoon Horror,1982,1982-06-15,88,English,Harry Preston,"L.L. Carney, Harry Preston",Omega Cinema Productions,3.8,252,14,15,3.8,252,3.8,182,3.6,22,3.7,105,4.2,53,3.3,17,3.5,2,3.4,7,3.0,7,4.1,33,4.0,103,3.5,84
USA,Horror, Sci-Fi, Thriller,tt0127045,Neon Maniacs,1986,1986-11-14,91,English,Joseph Mangine,Mark Patrick Carducci,Cimarron Productions,5.1,1908,37,45,5.1,1908,5.0,1434,5.0,105,5.0,916,4.7,365,4.9,132,3.5,29,5.4,68,4.8,33,4.7,100,5.2,651,4.8,806
USA,Action, Horror, Sci-Fi,tt0127136,Polymorph,1996,1996-10-29,86,English,J.R. Bookwalter,"J.R. Bookwalter, James L. Edwards",Suburban Tempe Company,4.2,158,8,22,4.2,158,4.2,104,9.0,2,4.2,48,4.1,50,6.0,18,6.7,5,6.2,8,4.2,5,3.2,18,4.4,66,4.4,51
USA,Horror,,,tt0127282,Shrieker,1998,1999-09-01,72,English,David DeCoteau,Neal Marshall Stevens,Full Moon Entertainment,3.9,517,20,10,3.9,517,3.9,330,4.8,24,3.8,195,3.8,106,3.3,45,1.9,7,4.2,27,3.4,8,3.4,39,4.7,186,3.2,168
USA,Adventure, Comedy, Horror,tt0127499,Go to Hell,1999,1999-10-16,90,English,Michael J. Heagle,"Michael J. Heagle, Raymond P. Whalen",Car School Film-O-Rama,3.9,106,3,3,3.9,106,3.8,73,5.7,3,3.6,37,3.7,32,5.1,16,5.0,3,1.0,8,8.9,5,3.4,12,4.4,54,3.4,30
UK,Drama, Horror, Thriller,tt0127500,Darklands,1996,1998-05-09,90,English,Julian Richards,"Julian Richards, David Mitchell",Metrodome Films,4.5,338,20,20,4.5,338,4.4,219,4.4,13,4.3,97,4.6,105,5.1,32,6.5,2,4.0,12,5.8,18,3.8,29,4.2,38,4.5,202
USA,Action, Horror, Sci-Fi,tt0127503,Death House,1988,1988-12-01,90,English,John Saxon,"William Selby, David S. Freeman",Double Helix Films,4.2,410,20,21,4.2,410,4.2,306,4.0,12,4.3,193,4.1,90,4.2,21,3.0,3,4.4,11,4.7,6,3.8,42,4.3,139,4.1,164
USA,Adventure, Horror,,tt0127512,Devil Monster,1946,1946-01-01,60,English,S. Edwin Graham,"Thelma Brooks, Juan Duval",,2.5,210,15,4,2.5,210,2.5,147,2.5,7,2.5,67,2.6,72,3.0,23,3.6,6,2.4,7,4.3,9,2.8,34,2.3,83,2.8,83
USA,Crime, Drama, Horror,tt0127702,The Night Caller,1998,1998-07-14,91,English,Robert Malenfant,"Mark Bomback, Frank Rehwaldt",Image Organization,5.3,387,15,2,5.3,387,5.3,219,6.5,8,5.6,105,4.7,101,5.4,86,6.1,11,5.3,49,5.4,23,4.9,36,5.7,126,5.0,153
UK,Adventure, Fantasy, Horror,tt0127919,Tale of the Mummy,1998,1998-09-24,88,English,Russell Mulcahy,"Keith Williams, Russell Mulcahy",7th Voyage,3.9,2902,71,18,3.9,2902,3.9,1935,4.0,149,3.9,1090,4.0,657,4.3,390,4.0,48,4.4,201,4.1,136,3.9,141,4.1,584,3.9,1630
Soviet Union,Drama, Horror, Mystery,tt0128164,Dikaya okhota korolya Stakha,1980,1980-04-01,134,Russian,Valeri Rubinchik,"Vladimir Korotkevich, Valeri Rubinchik",Belarusfilm,6.9,436,3,8,6.9,436,6.8,282,6.9,44,6.8,144,6.9,85,7.5,74,7.6,34,7.9,35,6.5,4,6.3,29,6.1,39,7.1,291
Italy,Comedy, Horror,,tt0128221,Fracchia contro Dracula,1985,1985-12-20,94,Italian,Neri Parenti,"Franco Marotta, Carlo Mazzacurati",Faso Film,5.8,1048,3,1,5.8,1048,5.8,773,5.6,82,5.9,510,5.3,140,5.7,52,7.6,7,5.7,35,4.2,10,5.6,16,5.1,22,5.8,680
Canada,Drama, Horror, Thriller,tt0128232,Ghostkeeper,1981,1981-01-01,89,English,Jim Makichuk,"Jim Makichuk, Doug MacLeod",Badland Pictures,5.1,712,26,25,5.1,712,5.1,530,5.6,46,5.2,294,4.9,176,5.1,63,5.0,9,5.1,29,5.2,25,4.7,52,5.3,246,5.0,299
USA,Horror,,,tt0128451,Satan's Children,1975,1975-06-01,87,English,Joe Wiezycki,"Gary Garrett, Ron Levitt",Florida International Pictures,4.6,310,16,18,4.6,310,4.6,217,3.8,11,4.9,94,4.4,106,4.9,32,4.4,5,4.5,13,5.5,13,3.6,43,5.0,146,4.0,94
Canada,Comedy, Horror,,tt0128473,Shadow Zone: My Teacher Ate My Homework,1997,1997-10-08,92,English,Stephen Williams,"Garfield Reeves-Stevens, Judith Reeves-Stevens",Catalyst Entertainment Production,5.7,199,3,0,5.7,199,5.5,123,6.5,27,5.5,43,4.9,50,5.5,30,6.1,11,5.4,12,4.6,5,4.6,24,5.7,85,5.3,61
USA,Horror,,,tt0128823,The Vicious Sweet,1997,1997-01-01,90,English,Ron Bonk,Ron Bonk,Sub Rosa Studios,3.1,124,6,6,3.1,124,3.0,74,0.0,0,4.3,38,2.5,35,1.0,22,1.0,1,0.0,0,0.0,0,2.5,12,3.6,80,2.6,14
Czech Republic,Adventure, Comedy, Horror,tt0129332,Ravenous,1999,1999-09-10,101,"English, Italian, Spanish, Washoe",Antonia Bird,Ted Griffin,ETIC Films,7.0,34922,323,140,7.0,34922,7.0,24211,6.9,2201,7.1,16051,6.8,5367,7.1,3654,6.8,465,7.1,2186,7.2,874,6.6,397,7.1,9469,6.9,16069
USA,Horror,,,tt0129358,Search for the Beast,1997,1997-01-01,82,English,R.G. Arledge,,,1.6,121,9,3,1.6,121,1.6,96,2.3,9,1.5,38,1.8,47,1.2,5,0.0,0,5.5,2,1.3,3,1.5,13,1.8,64,1.4,35
USA,Horror, Sci-Fi,,tt0129568,Watchers Reborn,1998,1998-06-30,90,English,John Carl Buechler,"Dean R. Koontz, Sean Dash",Concorde Pictures,3.6,575,10,4,3.6,575,3.4,398,3.2,31,3.3,235,3.7,126,4.5,78,1.7,16,5.9,33,4.9,24,4.2,47,3.9,230,3.1,222
USA,Comedy, Fantasy, Horror,tt0129852,The Creeps,1997,1997-12-16,80,English,Charles Band,Neal Marshall Stevens,Full Moon Pictures,4.1,564,22,23,4.1,564,4.1,401,4.0,23,4.3,226,4.0,140,4.3,47,5.3,3,3.9,19,4.8,21,4.5,52,4.4,217,4.0,199
USA,Horror,,,tt0129855,The Curse of the Screaming Dead,1982,1982-01-01,91,English,Tony Malanowski,"Lon Huber, Tony Malanowski",Little Warsaw Productions,2.3,557,29,16,2.3,557,2.3,404,1.7,62,2.6,221,2.5,118,2.7,54,1.3,16,3.8,24,3.6,13,2.1,38,2.9,236,2.0,203
USA,Horror, Thriller,,tt0129861,The Dark Side of Midnight,1984,1984-01-01,108,English,Wes Olsen,Wes Olsen,,3.5,115,8,4,3.5,115,3.6,74,4.1,6,3.6,39,3.5,27,3.4,11,0.0,0,3.6,6,3.1,5,3.3,24,3.6,41,3.4,38
USA,Horror, Thriller,,tt0129943,The Freeway Maniac,1989,1989-02-01,95,English,Paul Winters,"Gahan Wilson, Paul Winters",Wintertree Productions,4.0,156,12,5,4.0,156,3.9,111,3.2,8,4.5,65,3.2,35,3.7,12,4.0,1,3.9,6,2.0,4,3.8,27,4.0,64,3.9,51
USA,Horror, Mystery,,tt0130018,I Still Know What You Did Last Summer,1998,1999-05-07,100,English,Danny Cannon,"Lois Duncan, Trey Callaway",Columbia Pictures,4.7,65203,418,132,4.7,65203,4.6,41139,4.9,6916,4.5,27441,4.7,5458,4.9,10711,5.1,2898,4.8,6446,5.0,944,4.4,555,4.7,14008,4.6,31302
USA,Horror,,,tt0130040,The Jar,1984,1984-04-16,85,English,Bruce Toscano,George Bradley,,2.4,232,19,7,2.4,232,2.4,158,2.1,17,2.6,93,2.8,40,2.0,12,5.0,1,2.0,2,1.6,8,2.8,23,2.3,94,2.7,62
USA,Horror,,,tt0130216,The Redeemer: Son of Satan!,1978,1978-06-04,84,English,Constantine S. Gochis,William Vernick,Mickey Zide Presentations,5.3,787,45,35,5.3,787,5.3,573,5.5,47,5.4,307,5.2,201,5.7,76,5.8,8,5.4,44,6.2,22,4.8,55,5.6,366,5.1,239
USA,Horror, Thriller,,tt0130267,Snakes,1974,1974-12-01,83,English,Art Names,"Art Names, John T. Wilson",,5.2,104,6,9,5.2,104,4.8,73,4.5,4,5.8,38,3.9,28,4.1,7,6.0,1,10.0,3,4.0,3,4.6,17,5.3,49,4.3,23
USA,Horror, Thriller,,tt0130487,Backwoods,1987,1988-04-05,85,English,Dean Crow,"Dean Crow, Charles Joseph",Overlook Films Ltd.,4.2,275,15,12,4.2,275,4.2,199,4.3,11,4.0,115,4.6,63,4.2,22,4.0,1,3.7,11,4.5,9,3.9,34,4.5,100,4.0,105
USA,Action, Comedy, Horror,tt0130604,Dead of Night,1988,1988-02-01,95,English,Deryn Warren,Jerry Daly,Mad Women Productions,3.4,100,4,3,3.4,100,3.4,71,4.5,4,3.8,32,3.1,32,3.2,6,4.0,1,3.0,4,5.0,1,2.7,23,3.6,33,3.0,37
USA,Horror, Sci-Fi,,tt0130633,Body of the Prey,1970,1970-01-01,94,English,Norman Earl Thomson,,Toei Company,2.8,459,32,22,2.8,459,2.8,363,2.0,22,3.0,152,2.8,183,2.8,34,1.9,8,2.7,5,3.2,19,2.8,48,3.0,232,2.6,148
USA,Drama, Horror, Mystery,tt0130637,Dream No Evil,1970,1970-01-01,84,English,John Hayes,John Hayes,Clover Films,4.7,259,8,26,4.7,259,4.8,190,6.0,16,4.8,100,4.4,70,4.0,23,7.5,2,4.3,13,3.0,6,4.2,39,5.0,101,4.4,104
Japan,Horror,,,tt0130650,Eko eko azaraku III,1998,1998-01-15,95,Japanese,Katsuhito Ueno,"Sôtarô Hayashi, Kengo Kaji",GAGA,5.0,193,7,7,5.0,193,4.9,135,5.2,9,5.1,65,4.6,59,4.7,16,5.8,4,4.6,8,7.3,3,4.1,15,5.8,47,4.7,94
Germany,Horror, Mystery,,tt0130892,Sieben Monde,1998,1998-05-21,96,German,Peter Fratzscher,Nils-Morten Osburg,Avista Film,5.6,339,1,10,5.6,339,5.7,222,4.0,6,5.7,146,5.7,67,5.8,20,6.0,1,5.4,13,6.5,6,5.4,23,3.8,9,5.7,225
Australia,Horror, Thriller,,tt0130905,Night of Fear,1973,1973-03-16,54,English,Terry Bourke,Terry Bourke,Terryrod,5.9,353,15,20,5.9,353,5.9,273,6.3,33,5.8,134,5.7,96,5.4,27,6.1,8,5.1,11,4.9,7,5.4,36,6.0,75,5.8,192
Mexico,Horror,,,tt0130927,One Minute Before Death,1972,1972-01-01,86,English,Rogelio A. González,"Edgar Allan Poe, Enrique Torres Tudela",Northwest Motion Picture Corporation,3.6,174,11,8,3.6,174,3.4,121,2.4,7,3.8,34,3.4,78,4.4,21,2.0,1,4.0,9,5.0,11,3.6,27,3.7,84,3.6,50
USA,Horror, Thriller,,tt0131359,Dogs of Hell,1983,1983-10-01,89,English,Worth Keeter,Thom McIntyre,E.O. Corporation,4.3,231,17,9,4.3,231,4.3,164,4.2,13,4.4,82,4.4,63,5.0,14,0.0,0,5.1,5,5.1,9,3.0,26,4.5,71,4.3,100
